temperatura;int_arraial;dir_arraial;u_arraial;v_arraial;EkT_arraial;EkB_arraial;int_copa;dir_copa;u_copa;v_copa;EkT_copa;EkB_copa;elevacao
21.38;0.97;219.7;-0.75;-0.62;-0.03;1.18;0.96;330.22;0.83;-0.48;-0.03;-0.54;-0.09
21.38;0.74;221.8;-0.55;-0.5;-0.02;1.12;0.95;332.75;0.85;-0.44;-0.03;-0.65;-0.09
21.38;0.53;225.46;-0.37;-0.38;-0.01;1.05;0.94;335.17;0.85;-0.39;-0.03;-0.76;-0.08
21.38;0.34;233.03;-0.2;-0.27;-0.01;0.98;0.92;337.49;0.85;-0.35;-0.03;-0.87;-0.08
21.37;0.18;254.02;-0.05;-0.17;0;0.9;0.89;339.73;0.84;-0.31;-0.02;-0.98;-0.08
21.37;0.12;316.36;0.09;-0.09;0;0.81;0.87;341.91;0.82;-0.27;-0.02;-1.08;-0.07
21.37;0.21;357.65;0.21;-0.01;-0.01;0.72;0.83;344.06;0.8;-0.23;-0.02;-1.18;-0.07
21.36;0.33;10.099;0.32;0.06;-0.01;0.62;0.79;346.2;0.77;-0.19;-0.02;-1.28;-0.06
21.36;0.43;15.216;0.41;0.11;-0.01;0.52;0.75;348.37;0.73;-0.15;-0.02;-1.37;-0.06
21.36;0.51;17.768;0.49;0.16;-0.01;0.41;0.7;350.61;0.69;-0.11;-0.02;-1.45;-0.05
21.36;0.58;19.118;0.54;0.19;-0.02;0.3;0.65;352.99;0.64;-0.08;-0.02;-1.53;-0.04
21.35;0.62;19.77;0.58;0.21;-0.02;0.19;0.59;355.58;0.59;-0.05;-0.02;-1.6;-0.04
21.35;0.64;19.933;0.6;0.22;-0.02;0.07;0.53;358.53;0.53;-0.01;-0.01;-1.66;-0.03
21.35;0.64;19.682;0.6;0.22;-0.02;-0.04;0.46;20.595;0.46;0.02;-0.01;-1.72;-0.03
21.34;0.62;19.006;0.59;0.2;-0.02;-0.16;0.39;65.426;0.39;0.04;-0.01;-1.76;-0.02
21.34;0.58;17.802;0.55;0.18;-0.02;-0.28;0.32;12.716;0.31;0.07;-0.01;-1.79;-0.02
21.34;0.52;15.83;0.5;0.14;-0.01;-0.4;0.25;22.107;0.23;0.09;-0.01;-1.82;-0.01
21.34;0.44;12.55;0.43;0.1;-0.01;-0.51;0.19;38.04;0.15;0.12;-0.01;-1.83;-0.01
21.33;0.35;66.304;0.35;0.04;-0.01;-0.63;0.15;65.779;0.06;0.13;0;-1.83;0
21.33;0.25;354.11;0.25;-0.03;-0.01;-0.74;0.15;100.86;-0.03;0.15;0;-1.82;0.01
21.33;0.16;321.95;0.13;-0.1;0;-0.84;0.2;126.02;-0.12;0.17;-0.01;-1.8;0.01
21.33;0.18;268.68;0;-0.18;-0.01;-0.94;0.28;140.19;-0.21;0.18;-0.01;-1.77;0.02
21.32;0.31;241.35;-0.15;-0.27;-0.01;-1.03;0.36;148.58;-0.31;0.19;-0.01;-1.72;0.02
21.32;0.48;230.41;-0.31;-0.37;-0.01;-1.12;0.44;154.06;-0.4;0.19;-0.01;-1.67;0.03
21.32;0.68;224.96;-0.48;-0.48;-0.02;-1.2;0.53;157.96;-0.49;0.2;-0.01;-1.6;0.03
21.32;0.88;221.77;-0.66;-0.59;-0.02;-1.27;0.62;160.91;-0.58;0.2;-0.02;-1.52;0.04
21.32;1.1;219.69;-0.85;-0.7;-0.03;-1.33;0.7;163.26;-0.67;0.2;-0.02;-1.43;0.04
21.32;1.33;218.24;-1.04;-0.82;-0.04;-1.38;0.78;165.19;-0.75;0.2;-0.02;-1.32;0.05
21.31;1.56;217.16;-1.25;-0.94;-0.04;-1.42;0.86;166.84;-0.84;0.2;-0.02;-1.21;0.05
21.31;1.8;216.34;-1.45;-1.07;-0.05;-1.45;0.93;168.28;-0.91;0.19;-0.03;-1.08;0.06
21.31;2.05;215.69;-1.66;-1.19;-0.06;-1.47;1;169.56;-0.98;0.18;-0.03;-0.95;0.06
21.31;2.29;215.16;-1.87;-1.32;-0.06;-1.48;1.06;170.71;-1.05;0.17;-0.03;-0.81;0.06
21.31;2.54;214.73;-2.09;-1.45;-0.07;-1.48;1.12;171.77;-1.11;0.16;-0.03;-0.66;0.07
21.31;2.78;214.36;-2.3;-1.57;-0.08;-1.46;1.17;172.75;-1.16;0.15;-0.03;-0.5;0.07
21.31;3.02;214.06;-2.5;-1.69;-0.08;-1.44;1.21;173.67;-1.2;0.13;-0.03;-0.33;0.07
21.31;3.26;213.8;-2.71;-1.81;-0.09;-1.4;1.24;174.55;-1.23;0.12;-0.03;-0.16;0.08
21.31;3.48;213.57;-2.9;-1.93;-0.1;-1.35;1.26;175.4;-1.26;0.1;-0.03;0.02;0.08
21.31;3.7;213.38;-3.09;-2.04;-0.1;-1.28;1.28;176.22;-1.28;0.08;-0.03;0.2;0.08
21.31;3.91;213.21;-3.27;-2.14;-0.11;-1.21;1.28;177.02;-1.28;0.07;-0.04;0.38;0.08
21.31;4.1;213.07;-3.44;-2.24;-0.1;-1.12;1.28;177.83;-1.28;0.05;-0.03;0.57;0.09
21.31;4.28;212.95;-3.59;-2.33;-0.11;-1.03;1.26;178.64;-1.26;0.03;-0.03;0.76;0.09
21.32;4.45;212.85;-3.74;-2.41;-0.11;-0.92;1.24;179.47;-1.24;0.01;-0.03;0.94;0.09
21.32;4.6;212.77;-3.86;-2.49;-0.12;-0.8;1.2;180.34;-1.2;-0.01;-0.03;1.13;0.09
21.32;4.73;212.7;-3.98;-2.55;-0.12;-0.67;1.16;181.26;-1.16;-0.03;-0.03;1.32;0.09
21.32;4.84;212.65;-4.07;-2.61;-0.12;-0.54;1.1;182.26;-1.1;-0.04;-0.03;1.5;0.09
21.33;4.93;212.62;-4.15;-2.66;-0.12;-0.39;1.03;183.38;-1.03;-0.06;-0.03;1.67;0.09
21.33;5;212.61;-4.21;-2.69;-0.13;-0.24;0.95;184.67;-0.95;-0.08;-0.03;1.85;0.09
21.33;5.05;212.61;-4.25;-2.72;-0.13;-0.09;0.86;186.22;-0.86;-0.09;-0.02;2.01;0.09
21.34;5.07;212.64;-4.27;-2.74;-0.13;0.08;0.76;188.17;-0.75;-0.11;-0.02;2.17;0.09
21.34;5.08;212.68;-4.27;-2.74;-0.13;0.24;0.65;190.76;-0.64;-0.12;-0.02;2.32;0.1
21.35;5.06;212.75;-4.25;-2.74;-0.13;0.41;0.54;194.52;-0.52;-0.13;-0.01;2.46;0.1
21.35;5.02;212.85;-4.21;-2.72;-0.13;0.59;0.41;200.61;-0.39;-0.15;-0.01;2.59;0.1
21.36;4.95;212.97;-4.15;-2.69;-0.12;0.76;0.29;212.19;-0.25;-0.16;-0.01;2.71;0.1
21.36;4.86;213.13;-4.07;-2.66;-0.12;0.93;0.19;239;-0.1;-0.16;-0.01;2.81;0.1
21.37;4.75;213.32;-3.97;-2.61;-0.12;1.1;0.18;288.64;0.06;-0.17;0;2.91;0.1
21.38;4.62;213.55;-3.85;-2.55;-0.12;1.27;0.28;321.39;0.22;-0.18;-0.01;2.98;0.1
21.38;4.47;213.84;-3.71;-2.49;-0.11;1.44;0.43;335.21;0.39;-0.18;-0.01;3.05;0.1
21.39;4.3;214.19;-3.55;-2.41;-0.11;1.6;0.59;342.1;0.57;-0.18;-0.02;3.1;0.1
21.4;4.1;214.6;-3.38;-2.33;-0.1;1.75;0.77;346.17;0.74;-0.18;-0.02;3.13;0.1
21.4;3.89;215.11;-3.18;-2.24;-0.11;1.9;0.94;348.87;0.93;-0.18;-0.03;3.15;0.1
21.41;3.66;215.73;-2.97;-2.14;-0.1;2.04;1.13;350.81;1.11;-0.18;-0.03;3.15;0.1
21.42;3.42;216.48;-2.75;-2.03;-0.09;2.17;1.31;352.28;1.3;-0.18;-0.04;3.14;0.1
21.43;3.16;217.41;-2.51;-1.92;-0.09;2.29;1.5;353.44;1.49;-0.17;-0.04;3.11;0.1
21.43;2.89;218.57;-2.26;-1.8;-0.08;2.39;1.68;354.39;1.67;-0.16;-0.05;3.06;0.1
21.44;2.61;220.05;-2;-1.68;-0.07;2.49;1.87;355.18;1.86;-0.16;-0.05;2.99;0.1
21.45;2.32;221.96;-1.73;-1.55;-0.06;2.57;2.05;355.86;2.04;-0.15;-0.06;2.91;0.1
21.46;2.03;224.5;-1.45;-1.42;-0.06;2.64;2.22;356.44;2.22;-0.14;-0.06;2.82;0.11
21.47;1.73;228;-1.16;-1.29;-0.05;2.69;2.4;356.96;2.39;-0.13;-0.07;2.7;0.11
21.47;1.44;233;-0.87;-1.15;-0.04;2.72;2.57;357.41;2.56;-0.12;-0.07;2.58;0.11
21.48;1.17;240.53;-0.57;-1.02;-0.03;2.75;2.73;357.82;2.72;-0.1;-0.07;2.43;0.11
21.49;0.92;252.44;-0.28;-0.88;-0.03;2.75;2.88;358.19;2.88;-0.09;-0.08;2.28;0.11
21.5;0.74;271.35;0.02;-0.74;-0.02;2.74;3.02;358.52;3.02;-0.08;-0.08;2.11;0.12
21.5;0.68;297.14;0.31;-0.61;-0.02;2.71;3.16;358.82;3.16;-0.07;-0.09;1.93;0.12
21.51;0.77;321.78;0.6;-0.47;-0.02;2.67;3.29;359.09;3.28;-0.05;-0.09;1.74;0.12
21.52;0.95;338.87;0.89;-0.34;-0.03;2.61;3.4;359.35;3.4;-0.04;-0.09;1.54;0.12
21.53;1.19;349.56;1.17;-0.22;-0.03;2.54;3.5;359.58;3.5;-0.03;-0.1;1.33;0.13
21.53;1.44;356.39;1.44;-0.09;-0.04;2.45;3.59;359.79;3.59;-0.01;-0.1;1.11;0.13
21.54;1.7;0.98396;1.7;0.03;-0.05;2.34;3.67;359.99;3.67;0;-0.1;0.88;0.13
21.55;1.96;4.233;1.95;0.14;-0.05;2.23;3.73;0.17167;3.73;0.01;-0.1;0.65;0.14
21.55;2.21;66.229;2.19;0.25;-0.06;2.1;3.78;0.34062;3.78;0.02;-0.1;0.42;0.14
21.56;2.45;84.377;2.42;0.36;-0.07;1.95;3.82;0.49749;3.82;0.03;-0.1;0.18;0.15
21.56;2.67;98.506;2.63;0.46;-0.07;1.8;3.84;0.64347;3.84;0.04;-0.1;-0.06;0.15
21.57;2.88;10.972;2.83;0.55;-0.08;1.64;3.84;0.77968;3.84;0.05;-0.1;-0.3;0.16
21.58;3.07;11.876;3.01;0.63;-0.08;1.46;3.83;0.90715;3.83;0.06;-0.1;-0.53;0.16
21.58;3.25;12.613;3.17;0.71;-0.09;1.28;3.81;10.269;3.81;0.07;-0.1;-0.77;0.16
21.58;3.4;13.218;3.31;0.78;-0.09;1.1;3.77;1.14;3.77;0.08;-0.1;-1;0.17
21.59;3.54;13.717;3.44;0.84;-0.1;0.91;3.72;12.473;3.72;0.08;-0.1;-1.23;0.17
21.59;3.65;14.127;3.54;0.89;-0.1;0.71;3.65;1.35;3.65;0.09;-0.1;-1.45;0.18
21.6;3.74;14.464;3.63;0.94;-0.1;0.51;3.57;14.492;3.57;0.09;-0.1;-1.67;0.18
21.6;3.82;14.737;3.69;0.97;-0.1;0.31;3.48;1.546;3.48;0.09;-0.1;-1.87;0.19
21.6;3.87;14.952;3.74;1;-0.11;0.12;3.38;16.417;3.37;0.1;-0.09;-2.07;0.19
21.6;3.9;15.116;3.76;1.02;-0.11;-0.08;3.26;17.378;3.26;0.1;-0.09;-2.26;0.19
21.61;3.9;15.231;3.77;1.03;-0.11;-0.28;3.13;18.361;3.13;0.1;-0.09;-2.43;0.2
21.61;3.89;15.299;3.75;1.03;-0.11;-0.47;2.99;19.385;2.99;0.1;-0.08;-2.6;0.2
21.61;3.85;15.32;3.71;1.02;-0.11;-0.66;2.84;20.476;2.84;0.1;-0.08;-2.75;0.2
21.61;3.79;15.292;3.66;1;-0.1;-0.84;2.68;21.664;2.68;0.1;-0.07;-2.89;0.21
21.61;3.72;15.212;3.58;0.97;-0.1;-1.02;2.51;22.988;2.51;0.1;-0.07;-3.02;0.21
21.61;3.62;15.075;3.49;0.94;-0.1;-1.18;2.33;2.45;2.33;0.1;-0.06;-3.13;0.21
21.61;3.5;14.873;3.38;0.9;-0.1;-1.34;2.15;26.267;2.15;0.1;-0.06;-3.23;0.21
21.61;3.36;14.596;3.25;0.85;-0.09;-1.49;1.96;28.387;1.96;0.1;-0.05;-3.31;0.22
21.61;3.2;14.229;3.11;0.79;-0.09;-1.64;1.77;30.998;1.76;0.1;-0.05;-3.38;0.22
21.61;3.03;13.752;2.94;0.72;-0.08;-1.77;1.57;34.307;1.57;0.09;-0.04;-3.44;0.22
21.61;2.84;13.138;2.77;0.65;-0.08;-1.89;1.37;38.644;1.37;0.09;-0.04;-3.48;0.22
21.61;2.63;12.345;2.57;0.56;-0.07;-2;1.17;44.565;1.16;0.09;-0.03;-3.5;0.22
21.61;2.42;11.315;2.37;0.47;-0.07;-2.09;0.96;53.091;0.96;0.09;-0.03;-3.51;0.22
21.61;2.18;99.613;2.15;0.38;-0.06;-2.18;0.76;66.323;0.75;0.09;-0.02;-3.5;0.22
21.61;1.94;81.447;1.92;0.28;-0.05;-2.26;0.55;89.374;0.55;0.09;-0.02;-3.48;0.22
21.61;1.69;56.379;1.68;0.17;-0.05;-2.32;0.35;13.864;0.34;0.08;-0.01;-3.45;0.21
21.61;1.43;2.043;1.43;0.05;-0.04;-2.37;0.17;30.485;0.14;0.08;0;-3.4;0.21
21.6;1.18;356.62;1.17;-0.07;-0.03;-2.42;0.1;124.1;-0.06;0.08;0;-3.34;0.21
21.6;0.93;347.87;0.91;-0.2;-0.03;-2.45;0.26;161.85;-0.25;0.08;-0.01;-3.27;0.2
21.6;0.71;332.85;0.63;-0.33;-0.02;-2.47;0.45;169.5;-0.44;0.08;-0.01;-3.18;0.2
21.6;0.58;307.75;0.36;-0.46;-0.02;-2.48;0.63;172.59;-0.63;0.08;-0.02;-3.09;0.2
21.6;0.6;277.01;0.07;-0.6;-0.02;-2.48;0.81;174.23;-0.81;0.08;-0.02;-2.98;0.19
21.6;0.77;254;-0.21;-0.74;-0.02;-2.47;0.98;175.24;-0.98;0.08;-0.03;-2.86;0.18
21.59;1.02;240.52;-0.5;-0.89;-0.03;-2.45;1.15;175.92;-1.14;0.08;-0.03;-2.74;0.18
21.59;1.31;232.59;-0.79;-1.04;-0.04;-2.42;1.3;176.41;-1.3;0.08;-0.04;-2.6;0.17
21.59;1.61;227.59;-1.08;-1.19;-0.04;-2.39;1.46;176.77;-1.45;0.08;-0.04;-2.46;0.16
21.59;1.92;224.25;-1.38;-1.34;-0.05;-2.35;1.6;177.04;-1.6;0.08;-0.04;-2.31;0.16
21.59;2.24;221.89;-1.67;-1.5;-0.06;-2.3;1.73;177.26;-1.73;0.08;-0.05;-2.16;0.15
21.59;2.56;220.16;-1.96;-1.65;-0.07;-2.24;1.86;177.44;-1.85;0.08;-0.05;-2;0.14
21.58;2.88;218.86;-2.24;-1.81;-0.08;-2.18;1.97;177.58;-1.97;0.08;-0.05;-1.84;0.13
21.58;3.2;217.87;-2.53;-1.97;-0.09;-2.11;2.08;177.71;-2.08;0.08;-0.06;-1.67;0.12
21.58;3.52;217.09;-2.81;-2.12;-0.1;-2.04;2.18;177.82;-2.17;0.08;-0.06;-1.51;0.11
21.58;3.83;216.47;-3.08;-2.28;-0.1;-1.97;2.26;177.92;-2.26;0.08;-0.06;-1.34;0.1
21.58;4.14;215.99;-3.35;-2.43;-0.1;-1.89;2.34;178.01;-2.34;0.08;-0.06;-1.17;0.09
21.57;4.45;215.6;-3.62;-2.59;-0.11;-1.81;2.41;178.1;-2.41;0.08;-0.07;-1;0.08
21.57;4.75;215.28;-3.87;-2.74;-0.12;-1.72;2.47;178.19;-2.47;0.08;-0.07;-0.84;0.07
21.57;5.04;215.04;-4.12;-2.89;-0.13;-1.63;2.52;178.28;-2.52;0.08;-0.07;-0.67;0.06
21.57;5.32;214.84;-4.37;-3.04;-0.13;-1.55;2.56;178.37;-2.56;0.07;-0.07;-0.51;0.05
21.57;5.6;214.69;-4.6;-3.18;-0.14;-1.46;2.6;178.47;-2.6;0.07;-0.07;-0.35;0.04
21.57;5.86;214.57;-4.83;-3.33;-0.15;-1.36;2.62;178.58;-2.62;0.07;-0.07;-0.19;0.03
21.56;6.12;214.48;-5.05;-3.46;-0.15;-1.27;2.64;178.7;-2.64;0.06;-0.07;-0.04;0.02
21.56;6.37;214.41;-5.25;-3.6;-0.16;-1.18;2.65;178.82;-2.65;0.05;-0.07;0.11;0.01
21.56;6.61;214.37;-5.45;-3.73;-0.17;-1.09;2.65;178.97;-2.65;0.05;-0.07;0.25;0
21.56;6.83;214.35;-5.64;-3.86;-0.17;-1;2.64;179.13;-2.64;0.04;-0.07;0.38;-0.01
21.56;7.05;214.34;-5.82;-3.98;-0.18;-0.91;2.63;179.31;-2.63;0.03;-0.07;0.52;-0.02
21.55;7.25;214.34;-5.99;-4.09;-0.18;-0.82;2.61;179.51;-2.61;0.02;-0.07;0.64;-0.03
21.55;7.45;214.36;-6.15;-4.2;-0.19;-0.73;2.58;179.74;-2.58;0.01;-0.07;0.76;-0.04
21.55;7.63;214.39;-6.29;-4.31;-0.19;-0.64;2.55;179.99;-2.55;0;-0.07;0.87;-0.05
21.55;7.79;214.42;-6.43;-4.41;-0.2;-0.55;2.51;180.28;-2.51;-0.01;-0.07;0.98;-0.06
21.54;7.95;214.46;-6.55;-4.5;-0.2;-0.47;2.46;180.6;-2.46;-0.03;-0.07;1.08;-0.07
21.54;8.09;214.51;-6.67;-4.58;-0.2;-0.38;2.42;180.96;-2.42;-0.04;-0.07;1.17;-0.08
21.54;8.22;214.57;-6.77;-4.66;-0.21;-0.3;2.37;181.37;-2.36;-0.06;-0.06;1.26;-0.09
21.54;8.34;214.63;-6.86;-4.74;-0.21;-0.22;2.31;181.82;-2.31;-0.07;-0.06;1.33;-0.1
21.53;8.44;214.69;-6.94;-4.8;-0.21;-0.14;2.25;182.33;-2.25;-0.09;-0.06;1.4;-0.1
21.53;8.53;214.76;-7;-4.86;-0.21;-0.07;2.19;182.89;-2.19;-0.11;-0.06;1.47;-0.11
21.53;8.6;214.83;-7.06;-4.91;-0.22;0;2.13;183.52;-2.12;-0.13;-0.06;1.53;-0.12
21.52;8.66;214.9;-7.1;-4.96;-0.22;0.07;2.06;184.23;-2.05;-0.15;-0.06;1.58;-0.12
21.52;8.71;214.98;-7.13;-4.99;-0.22;0.14;1.99;185.01;-1.99;-0.17;-0.05;1.62;-0.13
21.51;8.74;215.06;-7.16;-5.02;-0.22;0.21;1.92;185.88;-1.91;-0.2;-0.05;1.65;-0.13
21.51;8.76;215.13;-7.16;-5.04;-0.22;0.27;1.86;186.85;-1.84;-0.22;-0.05;1.68;-0.14
21.51;8.77;215.21;-7.16;-5.05;-0.22;0.33;1.79;187.92;-1.77;-0.25;-0.05;1.7;-0.14
21.5;8.76;215.29;-7.15;-5.06;-0.22;0.38;1.72;189.1;-1.7;-0.27;-0.05;1.72;-0.15
21.5;8.73;215.37;-7.12;-5.06;-0.22;0.43;1.65;190.4;-1.62;-0.3;-0.05;1.73;-0.15
21.49;8.7;215.45;-7.09;-5.05;-0.22;0.48;1.58;191.84;-1.55;-0.32;-0.04;1.73;-0.15
21.49;8.65;215.53;-7.04;-5.03;-0.22;0.53;1.52;193.41;-1.48;-0.35;-0.04;1.72;-0.15
21.48;8.59;215.61;-6.98;-5;-0.22;0.57;1.45;195.14;-1.4;-0.38;-0.04;1.71;-0.15
21.48;8.51;215.68;-6.91;-4.97;-0.21;0.6;1.39;197.02;-1.33;-0.41;-0.04;1.69;-0.15
21.47;8.43;215.75;-6.84;-4.92;-0.21;0.64;1.34;199.05;-1.26;-0.44;-0.04;1.67;-0.15
21.47;8.33;215.82;-6.75;-4.87;-0.21;0.66;1.28;201.25;-1.19;-0.46;-0.03;1.64;-0.15
21.46;8.21;215.89;-6.65;-4.81;-0.21;0.69;1.23;203.61;-1.13;-0.49;-0.03;1.6;-0.15
21.46;8.09;215.95;-6.55;-4.75;-0.2;0.71;1.18;206.12;-1.06;-0.52;-0.03;1.56;-0.15
21.45;7.95;216.01;-6.43;-4.68;-0.2;0.73;1.14;208.77;-1;-0.55;-0.03;1.52;-0.15
21.45;7.81;216.06;-6.31;-4.6;-0.2;0.74;1.1;211.54;-0.94;-0.58;-0.03;1.46;-0.15
21.44;7.65;216.11;-6.18;-4.51;-0.19;0.75;1.07;214.41;-0.88;-0.6;-0.03;1.41;-0.14
21.44;7.49;216.15;-6.05;-4.42;-0.19;0.75;1.04;217.33;-0.82;-0.63;-0.03;1.35;-0.14
21.43;7.31;216.18;-5.9;-4.32;-0.18;0.75;1.01;220.29;-0.77;-0.65;-0.03;1.28;-0.14
21.43;7.13;216.2;-5.75;-4.21;-0.18;0.75;0.99;223.24;-0.72;-0.68;-0.03;1.21;-0.13
21.42;6.94;216.22;-5.6;-4.1;-0.17;0.74;0.97;226.13;-0.67;-0.7;-0.03;1.13;-0.13
21.41;6.74;216.22;-5.44;-3.98;-0.17;0.73;0.96;228.92;-0.63;-0.72;-0.03;1.05;-0.12
21.41;6.54;216.21;-5.27;-3.86;-0.16;0.71;0.95;231.59;-0.59;-0.74;-0.03;0.97;-0.12
21.4;6.33;216.18;-5.11;-3.73;-0.16;0.69;0.94;234.08;-0.55;-0.76;-0.03;0.89;-0.11
21.4;6.11;216.14;-4.93;-3.6;-0.15;0.67;0.94;236.39;-0.52;-0.78;-0.03;0.8;-0.11
21.39;5.89;216.08;-4.76;-3.47;-0.15;0.64;0.94;238.48;-0.49;-0.8;-0.03;0.71;-0.1
21.39;5.67;216;-4.59;-3.33;-0.14;0.62;0.93;240.34;-0.46;-0.81;-0.03;0.62;-0.09
21.38;5.44;215.89;-4.41;-3.19;-0.14;0.58;0.93;241.96;-0.44;-0.82;-0.03;0.52;-0.09
21.38;5.22;215.76;-4.24;-3.05;-0.13;0.55;0.94;243.32;-0.42;-0.84;-0.03;0.43;-0.08
21.37;4.99;215.6;-4.06;-2.91;-0.13;0.51;0.94;244.44;-0.4;-0.84;-0.03;0.33;-0.07
21.37;4.77;215.4;-3.89;-2.76;-0.12;0.47;0.94;245.31;-0.39;-0.85;-0.03;0.23;-0.07
21.36;4.54;215.17;-3.71;-2.62;-0.11;0.43;0.94;245.92;-0.38;-0.86;-0.03;0.14;-0.06
21.36;4.32;214.9;-3.54;-2.47;-0.11;0.38;0.94;246.29;-0.38;-0.86;-0.03;0.04;-0.05
21.35;4.1;214.58;-3.38;-2.33;-0.1;0.34;0.94;246.41;-0.38;-0.86;-0.03;-0.05;-0.05
21.35;3.89;214.21;-3.22;-2.19;-0.11;0.29;0.94;246.29;-0.38;-0.86;-0.03;-0.14;-0.04
21.34;3.68;213.78;-3.06;-2.05;-0.1;0.24;0.94;245.94;-0.38;-0.85;-0.03;-0.23;-0.03
21.34;3.48;213.29;-2.91;-1.91;-0.1;0.2;0.93;245.36;-0.39;-0.85;-0.03;-0.32;-0.03
21.34;3.28;212.73;-2.76;-1.78;-0.09;0.15;0.93;244.55;-0.4;-0.84;-0.03;-0.4;-0.02
21.33;3.1;212.09;-2.62;-1.65;-0.08;0.1;0.93;243.53;-0.41;-0.83;-0.03;-0.48;-0.01
21.33;2.92;211.37;-2.49;-1.52;-0.08;0.05;0.93;242.3;-0.43;-0.82;-0.03;-0.56;-0.01
21.33;2.75;210.57;-2.37;-1.4;-0.08;0;0.92;240.86;-0.45;-0.81;-0.03;-0.63;0
21.33;2.6;209.68;-2.26;-1.29;-0.07;-0.05;0.92;239.24;-0.47;-0.79;-0.03;-0.69;0
21.32;2.45;208.7;-2.15;-1.18;-0.07;-0.09;0.92;237.45;-0.49;-0.77;-0.03;-0.75;0.01
21.32;2.32;207.63;-2.05;-1.07;-0.06;-0.14;0.92;235.5;-0.52;-0.76;-0.03;-0.81;0.01
21.32;2.2;206.49;-1.97;-0.98;-0.06;-0.18;0.92;233.41;-0.55;-0.74;-0.03;-0.85;0.02
21.32;2.09;205.28;-1.89;-0.89;-0.06;-0.22;0.92;231.2;-0.57;-0.71;-0.03;-0.89;0.02
21.32;1.99;204.02;-1.82;-0.81;-0.05;-0.26;0.92;228.89;-0.6;-0.69;-0.03;-0.92;0.03
21.32;1.91;202.74;-1.76;-0.74;-0.05;-0.3;0.92;226.51;-0.63;-0.67;-0.03;-0.95;0.03
21.32;1.85;201.47;-1.72;-0.68;-0.05;-0.33;0.93;224.09;-0.66;-0.64;-0.03;-0.97;0.03
21.32;1.79;200.24;-1.68;-0.62;-0.05;-0.36;0.93;221.65;-0.7;-0.62;-0.03;-0.98;0.04
21.32;1.75;199.1;-1.66;-0.57;-0.05;-0.39;0.94;219.22;-0.73;-0.59;-0.03;-0.98;0.04
21.32;1.72;198.06;-1.64;-0.53;-0.05;-0.42;0.94;216.8;-0.76;-0.57;-0.03;-0.97;0.04
21.32;1.71;197.17;-1.63;-0.51;-0.05;-0.44;0.95;214.44;-0.79;-0.54;-0.03;-0.96;0.05
21.32;1.71;196.45;-1.64;-0.48;-0.05;-0.46;0.96;212.14;-0.81;-0.51;-0.03;-0.94;0.05
21.32;1.72;195.91;-1.65;-0.47;-0.05;-0.47;0.97;209.92;-0.84;-0.48;-0.03;-0.91;0.05
21.32;1.74;195.57;-1.68;-0.47;-0.05;-0.48;0.98;207.79;-0.87;-0.46;-0.03;-0.87;0.05
21.32;1.77;195.41;-1.71;-0.47;-0.05;-0.49;0.99;205.76;-0.89;-0.43;-0.03;-0.83;0.05
21.33;1.81;195.43;-1.75;-0.48;-0.05;-0.49;0.99;203.83;-0.91;-0.4;-0.03;-0.77;0.05
21.33;1.86;195.61;-1.8;-0.5;-0.05;-0.49;1;202.01;-0.93;-0.38;-0.03;-0.72;0.05
21.33;1.92;195.93;-1.85;-0.53;-0.05;-0.48;1.01;200.3;-0.94;-0.35;-0.03;-0.65;0.05
21.33;1.99;196.38;-1.91;-0.56;-0.05;-0.48;1.01;198.7;-0.96;-0.32;-0.03;-0.58;0.05
21.34;2.07;196.91;-1.98;-0.6;-0.06;-0.46;1.01;197.2;-0.96;-0.3;-0.03;-0.51;0.05
21.34;2.15;197.52;-2.05;-0.65;-0.06;-0.45;1.01;195.82;-0.97;-0.27;-0.03;-0.43;0.05
21.34;2.24;198.19;-2.13;-0.7;-0.06;-0.43;1;194.53;-0.97;-0.25;-0.03;-0.34;0.05
21.35;2.34;198.89;-2.21;-0.76;-0.06;-0.4;1;193.35;-0.97;-0.23;-0.03;-0.25;0.05
21.35;2.44;199.61;-2.3;-0.82;-0.07;-0.38;0.99;192.27;-0.96;-0.21;-0.03;-0.16;0.04
21.36;2.54;200.34;-2.38;-0.88;-0.07;-0.35;0.97;191.29;-0.95;-0.19;-0.03;-0.07;0.04
21.36;2.65;201.07;-2.47;-0.95;-0.07;-0.32;0.96;190.41;-0.94;-0.17;-0.03;0.02;0.04
21.36;2.76;201.8;-2.57;-1.03;-0.08;-0.29;0.94;189.62;-0.92;-0.16;-0.03;0.11;0.04
21.37;2.88;202.5;-2.66;-1.1;-0.08;-0.25;0.91;188.93;-0.9;-0.14;-0.02;0.21;0.03
21.37;2.99;203.2;-2.75;-1.18;-0.08;-0.22;0.89;188.35;-0.88;-0.13;-0.02;0.3;0.03
21.38;3.11;203.87;-2.84;-1.26;-0.08;-0.18;0.86;187.86;-0.85;-0.12;-0.02;0.39;0.03
21.38;3.22;204.51;-2.93;-1.34;-0.09;-0.15;0.82;187.49;-0.82;-0.11;-0.02;0.47;0.02
21.39;3.34;205.13;-3.02;-1.42;-0.09;-0.11;0.79;187.24;-0.78;-0.1;-0.02;0.55;0.02
21.39;3.45;205.73;-3.11;-1.5;-0.09;-0.08;0.75;187.13;-0.74;-0.09;-0.02;0.63;0.02
